model,prompt,situation,method,method_label,score_kind,budget_index,budget_fraction,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,selected_fraction_mean,fallback_calls
qwen05,test_short_korean,short,paper,Paper |x|,abs,0,0.1,2.7837817668914795,0.5817872285842896,17.25282859802246,0.0,4.304563045501709,20.05389213562012,15.74932861328125,168,0.0914423335123523,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,1,0.15,1.5708025693893433,0.5793906450271606,10.18141269683838,0.0185185186564922,4.304563045501709,12.702648162841797,8.39808464050293,168,0.1469605934479054,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,2,0.2,1.462170124053955,0.6160576343536377,14.817022323608398,0.0,4.304563045501709,17.22068977355957,12.916126251220703,168,0.1927698711063373,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,3,0.25,1.3721394538879397,0.6357942819595337,16.641599655151367,0.0555555559694767,4.304563045501709,18.87442970275879,14.569866180419922,168,0.2498825187969925,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,4,0.3,1.706203818321228,0.5815808176994324,19.214160919189453,0.0185185186564922,4.304563045501709,21.44778060913086,17.143217086791992,168,0.2956917964554242,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,5,0.35,1.7553550004959106,0.5838533639907837,17.570819854736328,0.0185185186564922,4.304563045501709,20.31964874267578,16.015085220336914,168,0.3413248523093448,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,6,0.4,1.808910608291626,0.5829622745513916,19.053829193115234,0.0555555559694767,4.304563045501709,20.91780662536621,16.613243103027344,168,0.3970193340494092,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,7,0.45,1.7650007009506226,0.5827885866165161,15.077603340148926,0.0185185186564922,4.304563045501709,17.005990982055664,12.701427459716797,168,0.4426523899033297,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,8,0.5,1.4352912902832031,0.6132923364639282,11.421250343322754,0.0,4.304563045501709,13.245039939880373,8.94047737121582,168,0.4999412593984962,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,9,0.55,1.6725993156433103,0.5729747414588928,18.80471992492676,0.0,4.304563045501709,20.794069290161133,16.489505767822266,168,0.5455743152524167,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,10,0.6,1.120484709739685,0.7090233564376831,11.235880851745604,0.0,4.304563045501709,13.915431022644045,9.610868453979492,168,0.5913835929108485,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,11,0.65,1.195855736732483,0.6394009590148926,14.747814178466797,0.0185185186564922,4.304563045501709,17.095205307006836,12.790641784667969,168,0.6470780746509129,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,12,0.7,1.146275281906128,0.7329597473144531,11.753026962280272,0.0185185186564922,4.304563045501709,14.240668296813965,9.936105728149414,168,0.6927111305048335,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,13,0.75,1.0262092351913452,0.5339404344558716,8.01628303527832,0.0370370373129844,4.304563045501709,10.46567726135254,6.16111421585083,168,0.75,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,14,0.8,1.2267147302627563,0.5214123725891113,8.311933517456055,0.0185185186564922,4.304563045501709,10.940858840942385,6.636295795440674,168,0.7956330558539206,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,15,0.85,0.9929686784744264,0.5457231998443604,6.882623672485352,0.0185185186564922,4.304563045501709,9.546911239624023,5.2423481941223145,168,0.8414423335123524,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,16,0.9,0.8930570483207703,0.4383325576782226,5.17722225189209,0.1666666716337204,4.304563045501709,8.215024948120117,3.910461902618408,168,0.8969605934479055,0
qwen05,test_short_korean,short,paper,Paper |x|,abs,17,0.95,0.4417127966880798,0.0947526097297668,1.2693862915039062,0.4629629552364349,4.304563045501709,4.709603309631348,0.4050402641296386,168,0.9427698711063374,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,0,0.1,1.1327128410339355,0.8699773550033569,16.989343643188477,0.0,4.304563045501709,19.206588745117188,14.90202522277832,168,0.1003709049409237,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,1,0.15,2.454721212387085,0.5772742033004761,22.10587310791016,0.0,4.304563045501709,24.637338638305664,20.3327751159668,168,0.1496290950590762,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,2,0.2,2.362036228179932,0.5773133039474487,23.283266067504883,0.0,4.304563045501709,25.72858047485352,21.42401695251465,168,0.1998145475295381,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,3,0.25,1.1087175607681274,0.6829211711883545,11.09207248687744,0.0,4.304563045501709,12.93149757385254,8.626934051513672,168,0.25,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,4,0.3,2.608209609985352,0.5767401456832886,21.098896026611328,0.0,4.304563045501709,23.13715171813965,18.83258819580078,168,0.3001854524704619,0
qwen05,test_short_korean,short,cell1_abs_lookup,Cell-1 |x| lookup,abs,5,0.35,1.180057168006897,0.6138522624969482,12.252124786376951,0.0185185186564922,4.304563045501709,14.614184379577637,10.309621810913086,168,0.3503709049409236,0
